dataset,image_number,title,tags_ko,motion_exist,greenscreen_exist
dataset1,60,잠실한강공원_송파구_올림픽대교 (3),"['풍경', '도시', '하늘', '건물', '서울', '공원', '시티', '수평선', '강', '도심', '한강', '송파', '시티뷰', '잠실', '도시뷰', '올림픽대교', '도시풍경']",False,False
dataset1,61,211119_동물_서울어린이대공원동물원_잠자는 표범,"['동물', '야생', '맹수', '표범', '퓨마', '포식', '포식자', '육식동물', '육식']",False,False
dataset1,63,20210901_사물_공구_케이블타이,['사물'],False,False
dataset1,65,공방에서 망치로 철 연마하는 대장장이,"['인물', '직업', '철', '고온', '대장장이', '망치', '뜨거움', '화상', '연마', '한국', '영상']",False,False
dataset1,66,바리스타 커피 카페 라떼아트 종이컵 슬로우모션,"['바리스타', '커피', '카페', '라떼', '라떼아트', '인물', '직업', '한국', '영상']",False,False
dataset1,68,올림픽공원_송파구_장미꽃,"['꽃', '행사', '전시회', '전시', '축제', '사람', '서울', '공원', '휴식', '랜드마크', '올림픽공원', '송파', '타임랩스', '꽃밭', '장미', '장미꽃', '박람회']",False,False
dataset1,69,370ND850_두물머리_양평군_두물머리,"['풍경', '하늘', '강', '두물머리', '양평', '양평군', '남한강', '북한강', '타임랩스', '와이드샷']",False,False
dataset1,70,25. C0030 한강북단 야경,"['4k30p_모자이크', '풍경', '저녁', '도시', '건물', '서울', '경제', '발전', '야경', '강', '도심', '한강', '시티뷰', '도시뷰', '낭만', '도심부', '성장', '선진국', '도약']",False,False
dataset1,71,전통 한복 입은 도예가가 도자기에 도구를 사용하여 문양을 넣는 장면,"['인물', '작업', '공방', '전통', '도자기', '예술', '도예', '찰흙', '문화', '예술가', '물레', '패턴', '무늬', '영상', '행동', '점토', '호리병', '물레질', '지점토', '한복', '도기', '찍는', '찍기', '찍다', '문양', '새기다', '새기는', '새기기']",False,False
dataset1,72,방사능,"['위험', '환경', '방사능', '오염', '물질', '체르노빌']",True,False
dataset1,73,환희의 가을,"['도로', '풍경', '집', '배경', '가을', '단풍', '낙엽', '디지털아트']",False,False
dataset1,74,20210724_소통_황태완,"['권미정_사랑하다', '인물', '그린스크린', '사랑', '소통', '여자', '행복', '연인', '남자', '크로마키', '다정', '커플', '여자친구', '남자친구']",False,True
dataset1,75,아웃트로 인트로,"['그린스크린', '트랜지션', '인트로', '아웃트로', '프레임', '프리뷰', '미리보기', '귀여운', '하이라이트', '크로마키']",True,True
dataset1,76,20210724_제스처_이수민_가리키다,"['인물', '그린스크린', '손가락', '제스쳐', '남자', '주목', '크로마키', '지목']",False,True
dataset1,77,20210919_장소_하도리_바다와 길 탑뷰(드론),"['장소', '여행', '바다', '파도', '여름', '시원', '해변', '바닷가', '힐링', '드론', '피서', '해안']",False,False
dataset1,78,20210820_장소_우도_평온한 풍경과 미니 자동차,['장소'],False,False
dataset1,80,비대면 코로나,"['소통', '코로나', '비대면', '온라인', '재택근무', 'COVID', '재택', '온택트']",True,False
dataset1,81,20210725_감정_신현아_놀라다,"['인물', '그린스크린', '여자', '놀람', '감정', '깜짝', '공포', '당황', '크로마키']",False,True
dataset1,82,20211021 동물_개_푸들1_하리네쉼터_떨고 있는 푸들 두 마리(갈색,"['회색)', '동물', '털', '개', '반려견', '강아지', '애견', '푸들']",False,False
dataset1,83,20210831_사물_IT기기_멀티충전케이블,['사물'],False,False
dataset1,85,맑은 날씨의 고가도로 아래,"['도로', '날씨', '맑음', '건축물', '시멘트', '고가도로']",False,False
dataset1,87,광안리 해안가,"['한국', '풍경', '부산', '백그라운드', '일러스트', '해안', '광안리', '하국']",True,False
dataset1,88,민들레 홀씨,"['꽃', '자연', '식물', '바람', '민들레', '홀씨', '씨']",False,False
dataset1,89,20210724_감정_김보미_우울하다,"['인물', '그린스크린', '감정', '쓸쓸', '좌절', '어두운', '크로마키', '우울', '외로운']",False,True
dataset1,90,20211021 동물_개_푸들4_하리네쉼터_쉬고 있는 푸들3,"['동물', '휴식', '개', '강아지', '애견', '반려', '푸들', '멍멍', '토이푸들']",False,False
dataset1,91,20210912_사물_서울역_파란불에서 빨간불로 바뀌는 횡단보도 신호등 픽스샷,"['안전', '운전', '도시', '사물', '거리', '신호', '교통', '신호등', '보행', '보행신호', '도심지', '적색', '빨간불', '보행자', '초록불', '횡단보도', '주황불']",False,False
dataset1,94,복주머니 호랑이,"['캐릭터', '모션그래픽', '한국전통', '새해', '명절', '행운', '일러스트', '근하신년', '2월', '1월', '연하장', '2023년', '전통문양', '희망', '구정', '신정', '돼지', '돼지띠']",True,False
dataset1,95,고흥우주발사대,"['우주', '과학', '드론', '고흥', '발사대']",False,False
dataset1,96,20210713_문화_전통건축_식수대,"['문화', '한국', '물', '건물', '조선', '건축', '석조', '분수', '역사', '석공', '식수']",False,False
dataset1,97,20210912_사물_기차길__정지_ 신호등 픽스샷,"['위험', '도시', '사물', '기차', '멈춤', '신호', '지하철', '서기', '교통', '신호등', '정지', '전철']",False,False
dataset1,99,재판에서 땅땅 소리내며 판결하는 의사봉 판사,"['인물', '직업', '법원', '의사봉', '재판', '정의', '판결봉', '구속', '입건', '패소', '판사', '판결', '항소', '한국', '영상']",False,False
dataset1,100,염전 곰소 드론 -29 _2160p_30fps_prores422,"['농사', '밭', '드론', '염전', '곰소', '소금', '부안', '소금밭']",False,False
dataset1,102,20210724_소통_이수민,"['김보미', '권미정_중재하다', '인물', '그린스크린', '소통', '분노', '여자', '대화', '싸움', '논쟁', '남자', '화', '크로마키', '중재', '다툼', '시도', '말싸움', '잘못', '말림', '언쟁']",False,True
dataset1,103,20211021 동물_개_스피츠2_하리네쉼터_쉬고 있는 스피츠5,"['동물', '휴식', '개', '반려견', '강아지', '반려', '스피츠']",False,False
dataset1,104,20210912_사물_서울역_파란색 횡단보도 신호등 픽스샷,"['숫자', '도시', '사물', '사람', '걷기', '신호', '녹색', '교통', '카운트다운', '신호등', '청신호', '그린라이트', '통행', '횡단보도', '통과', '녹색불', '법', '합법']",False,False
dataset1,106,불 요소(그린스크린),"['불', '그린스크린', '스티커', '만화', '소스', '카툰', '크로마키', '파이어', '액션']",True,True
dataset1,107,20210724_감정_권미정_안심하다,"['인물', '그린스크린', '사람', '여자', '감정', '크로마키', '다행', '안심', '안도', '안도감', '가슴', '쓸어내리다']",False,True
dataset1,108,20210724_장소_오름_안돌오름 옆 빈 공터4,"['나무', '풍경', '자연', '하늘', '숲', '장소', '여행', '식물', '구름', '제주도', '제주', '휴가', '휴식', '공터', '참나무']",False,False
dataset1,109,20210912_장소_이촌한강공원_공원 내 도로,"['도로', '장소', '공원', '차도', '한강', '한강공원', '이촌']",False,False
dataset1,112,시티팝 타이포,"['90년대', '도트', '팝', '팩맨', '감성', '레트로', '픽셀', '그래픽', '시티팝', '뉴트로', '타이포', '타이포그래피90년']",True,False
dataset1,113,베스트 3,"['그린스크린', '스티커', '소개', '탑', '크로마키', '베스트', 'Best', 'best']",True,True
dataset1,114,궁남지연꽃2,"['꽃', '자연', '핑크', '분홍', '이파리', '잎', '꽃잎', '식물', '개화', '연꽃', '벌', '꿀']",False,False
dataset1,115,211005_문화_서울시 랜드마크 동상,"['사대문_동대문전경픽스샷', '문화', '도로', '버스', '문화재', '서울', '조선', '전경', '랜드마크', '역사', '서울시', '사대문', '시대', '동대문', '현대', '모던', '공존', '보존']",False,False
dataset1,116,20210912_장소_한강대교_난간에 기댄 여자 픽스샷 2,"['하늘', '장소', '여자', '뒷모습', '서울', '여행', '머리카락', '휴식', '한강', '여의도', '구경', '스트레칭', '한강대교', '생각']",False,False
dataset1,118,20210724_소통_이수민,"['김보미_놀리다', '인물', '그린스크린', '소통', '여자', '장난', '남자', '크로마키', '놀림', '메롱', '조롱']",False,True
dataset1,120,기분 퐁,"['물', '물결', '잔물결', '체리', '카드캡터']",True,False
dataset1,124,바다,"['파도', '강', '물#2', '물', '바다', '파도', '해변', '모래', '강', '밀물', '썰물']",False,False
dataset1,125,20210725_감정_김동아_재미있다,"['인물', '그린스크린', '웃음', '재미', '여자', '놀람', '행복', '감정', '크로마키', '기쁨']",False,True
dataset1,127,계곡 촬영 (3),"['나무', '자연', '물', '숲', '바위', '여름', '힐링', '물가', '계곡', '물놀이', '캠핑']",False,False
dataset1,128,20210724_제스처_이수민_손으로 딱 소리를 내다(스냅),"['인물', '그린스크린', '손가락', '사람', '깨달음', '제스쳐', '남자', '아싸', '크로마키', '스냅', '딱', '좋아']",False,True
dataset1,129,20210725_소통_신현아,"['엄기영_사랑하다', '인물', '그린스크린', '사랑', '소통', '여자', '표현', '감정', '연인', '남자', '크로마키', '부부', '커플', '애정', '스킨십']",False,True
dataset1,131,211005_문화_서울시 랜드마크 동상,"['사대문_동대문틸업샷1', '문화', '문화재', '건물', '서울', '조선', '돌담', '랜드마크', '역사', '거물', '서울시', '사대문', '조선시대', '시대', '동대문', '공존', '보존', '사극', '드라마', '담']",False,False
dataset1,133,올림픽공원_송파구_핑크뮬리 (4),"['꽃', '자연', '행사', '서울', '공원', '식물', '힐링', '송파', '송파구', '타임랩스', '꽃밭', '핑크뮬리']",False,False
dataset1,134,20210824_사물_장난감블럭_회전,['사물'],False,False
dataset1,135,한의원,"['의사', '의료', '병원', '한국', '치료', '한의원', '한의사', '진료', '침', '동양', '의술', '침술']",True,False
dataset1,136,해피 크리스마스,"['그린스크린', '타이포', '크리스마스', '공휴일', '텍스트', '이벤트', '소스', '성탄절', '영어', '휴일', '해피', '크로마키', '시즌', '폰트']",True,True
dataset1,137,누룽지,"['한국', '음식', '요리', '뜨거운', '끓는', '끓다', '팔팔', '누룽지']",False,False
dataset1,138,사인암_단양_청련암 (2),"['나무', '절', '바위', '구름', '산', '힐링', '타임랩스', '단양군', '청련암', '사인암', '산속']",False,False
dataset1,139,20210725_감정_남찬규_자신이 있다,"['인물', '그린스크린', '사람', '소스', '감정', '응원', '주먹', '남자', '동기', '자신감', '크로마키', '힘내', '아자', '기합', '태권도', '불끈', '자신', '자존감', '긍정', '마인드', '할수있다', '가능', '가능성', '잠재력', '동기부여', '화이팅']",False,True
dataset1,140,211026_문화_음식_떡볶이_새우튀김 틸업샷,"['문화', '음식', '새우', '분식', '떡볶이', '튀김', '국물', '찍먹']",False,False
dataset1,141,클라우드 공유 업로드,"['그래픽', '그린스크린', '스마트폰', '컴퓨터', '공유', '클라우드', '업로드', '인포그래픽', '인포']",True,True
dataset1,143,화살표 1,"['화살표', '돼지꼬리', '곡선', '방향']",True,False
dataset1,144,터지는 파티클(water),"['물감', '그린스크린', '스티커', '물', '붓', '워터', '꾸미기', '색', '컬러', '파티클', '색채', '색감', '컬러풀']",True,True
dataset1,145,서울_올림픽대로_성수대교_야경,"['전기', '인터넷', '도시', '자동차', '서울', '빠르다', '불빛', 'IT', '시티', '차도', '야경', '도심', '빠른', '타임랩스', '시티뷰', '도시뷰', '테크', '속도', 'timelapse', '올림픽대로', '5G', '빠름', 'tech', '성수대교', '성수', '전자']",False,False
dataset1,146,호버링드론,"['드론', '호버링', '호버']",False,False
dataset1,147,20210724_장소_바다_삼양해수욕장 노을3,"['풍경', '하늘', '장소', '여행', '바다', '파도', '노을', '해변', '휴가', '모래', '석양', '백사장', '여행지']",False,False
dataset1,148,20210910_장소_용담해안도로_노을지는 바다6,['장소'],False,False
dataset1,150,은하수,"['갤럭시', '그림', '배경', '우주', '아트', '추상', '은하수', '디지털아트']",False,False
dataset1,151,20210901_장소_소래습지생태공원_드론샷00001,"['자연', '물', '장소', '여행', '공원', '식물', '바다', '인천', '모래', '드론', '생태', '늪', '뻘', '소래습지']",False,False
dataset1,154,자막바 모션,"['디자인', '그린스크린', '자막', '모션그래픽', '바', '편집소스', '노랑', '자막바']",True,True
dataset1,155,20211021 동물_개_사모예드_하리네쉼터_개껌 먹는 사모예드5,"['흰색', '하얀', '동물', '털', '간식', '강아지', '사모예드', '대형견', '개껌']",False,False
dataset1,157,20210807_장소_노을_제주 마방목지5,"['하늘', '장소', '말', '구름', '동물', '제주도', '풀', '제주', '사육', '목장', '초원', '풀밭', '마방', '목지']",False,False
dataset1,158,나무 바닥 마룻바닥 밀대 걸레로 청소하기 앞면,"['인물', '영상', '행동', '집안일', '주부', '자취', '대걸레', '밀대', '걸레', '청소']",False,False
dataset1,162,얼룩 무늬 코리안 숏헤어,"['무늬', '감정', '동물', '고양이', '얼룩', '휴식', '포유류', '4K', '고양이과', '쳐다보기', '편안', '한국고양이', '숏헤어', '애완동물', '오레오', '애완', '애완묘']",False,False
dataset1,163,20210905_장소_수변공원_캠핑장00001,"['취미', '장소', '여행', '휴일', '휴가', '캠핑', '캠프', '휴가철', '카라반', '놀러', '캠퍼', '야영', '야영지', '야영장']",False,False
dataset1,165,20210831_사물_그릇_일본종지,['사물'],False,False
dataset1,166,20210329_사물_물레방아_회전하는-h264 4k,['사물'],False,False
dataset1,167,인트로,"['유튜브', '인트로', '아웃트로', '파랑', '모션그래픽', '편집소스', '템플릿', '영상소스']",True,False
dataset1,168,꽃에 취한 다람쥐,"['풍경', '자연', '그림', '배경', '동물', '다람쥐', '나비', '동화', '디지털아트']",False,False
dataset1,172,손으로 흙도자기 빚기 클로즈업,"['인물', '직업', '공방', '전통', '흙', '도자기', '수공업', '예술', '도예', '도예가', '찰흙', '한국', '영상']",False,False
dataset1,175,장성호 출렁다리,"['랜드마크', '드론', '다리', '장성', '장성호', '출렁다리']",False,False
dataset1,176,20210724_제스처_권미정_손으로 딱 소리를 낸다(스냅),"['인물', '그린스크린', '손가락', '제스쳐', '크로마키', '타노스', '스냅', '튕기다']",False,True
dataset1,177,아파트 4K LOG,"['풍경', '공원', '건축', '아파트', '신도시', '분양', 'LOG']",False,False
dataset1,178,20210724_감정_이수민_화내다,"['인물', '그린스크린', '분노', '불만', '감정', '싸움', '남자', '화', '크로마키', '한숨', '흥분', '참는']",False,True
dataset1,179,20210912_장소_망원한강공원_운동기구를 돌리는 손 픽스샷,"['한국', '장소', '운동', '기계', '서울', '헬스', '기구', '한강공원', '건강', '관리', '노후', '어깨', '운동기계']",False,False
dataset1,180,핑크색 종이접기를 하는 사람,"['인물', '문화', '영상', '손', '행동', '만들다', '만드는', '만들기', '활동', 'IQ', '접는', '키즈', '재미', '지능', '종이접기', '색종이', '접다', 'EQ', '발달', '접기', '놀이', '장난감']",False,False
dataset1,181,동전 회전,"['그린스크린', '돈', '동전', '회전', '코인', '획득', '보너스', '머니', '인센티브', 'money', '화폐']",True,True
dataset1,182,211006_문화_문화서울역~보신각_보신각 후면 패닝샷,"['문화', '나무', '한국', '문화재', '건물', '조선', '역사', '종', '서울역', '보신각', '조선시대', '시대', '목조']",False,False
dataset1,183,20210724_소통_황태완,"['권미정_싸우다', '인물']",False,False
dataset1,184,교복 입은 학생들,"['교육', '학생', '모션그래픽', '템플릿', '학교', '신학기', '중학교', '고등학교', '입학', '등하교', '교복', '청소년']",True,False
dataset1,185,파티클,"['그린스크린', '축제', '폭죽', '축하', '파티', '컨페티', '콘페티', '파티클', '빵빠레']",True,True
dataset1,186,문광저수지_괴산군_문광저수지 (2),"['충청북도', '괴산군', '문광저수지']",False,False
dataset1,187,20210725_감정_엄기영_아프다,"['인물', '그린스크린', '사람', '감정', '남자', '건강', '적신호', '크로마키', '고통', '복통', '요통', '통증']",False,True
dataset1,188,20210724_장소_바다_삼양해수욕장 노을,"['태양', '풍경', '하늘', '장소', '여행', '바다', '구름', '분위기', '노을', '석양', '해안', '항구', '포구', '운이']",False,False
dataset1,189,211121_반려동물_개_노즈워킹 하는 레브라도 리트리버,"['동물', '가을', '낙엽', '산책', '개', '반려견', '강아지', '대형견', '리트리버', '안내견', '노즈워크', '노즈워킹']",False,False
dataset1,191,해가 지는 우도의 해안도로 옆 돌담과 전봇대,"['시골', '꽃', '풍경', '하늘', '장소', '바다', '섬', '파란', '여름', '구름', '날씨', '제주도', '산', '화강암', '해안도로', '우도', '제주', '전봇대', '표지판', '편한', '4K', '4k']",False,False
dataset1,192,검색창,"['인터넷', '브라우저', '검색', '초록', '서치', '검색엔진', '포털', '검색창', '네이버', '초록창', '엔진']",True,False
dataset1,193,20210725_소통_신현아,"['엄기영_춤추다', '인물', '그린스크린', '소통', '재미', '축제', '여자', '남자', '파티', '젊음', '크로마키', '클럽', '댄스', '청춘', '20대']",False,True
dataset1,194,211121_반려동물_개_엎드려 있는 페키니즈,"['집', '동물', '휴식', '개', '반려견', '강아지', '애견', '소형견', '페키니즈']",False,False
dataset1,195,20211012_소통_이수민,"['김보미', '권미정_나무라다', '그린스크린', '소통', '분노', '사람', '여자', '토론', '대화', '싸움', '남자', '크로마키', '다툼', '회의', '불편', '잘못', '이야기', '언쟁', '미안', '죄송']",False,True
dataset1,196,20210831_사물_나침반_회전,['사물'],False,False
dataset1,197,프리뷰,"['감성', '그린스크린', '트랜지션', '유튜브', '인트로', '아웃트로', 'SNS', '화면', '필름', '종이', '채널', '배경', '오프닝', '프레임', '프리뷰', '소스', '화면전환', '하이라이트', '크로마키', '영수증']",True,True
dataset1,198,20210911_장소_이촌한강공원 주차장 터널_팔로샷,"['운전', '감성', '차', '하늘', '장소', '자동차', '공원', '브이로그', '날씨', '맑음', '차도', '주행', '한강', '화창', '한강공원', '터널', '맑은', '블랙박스', '지하', '지하차도', '이촌', '팔로우', '팔로샷']",False,False
dataset1,200,염전 곰소 드론 -30 _2160p_30fps_prores422,"['농사', '드론', '염전', '곰소', '소금', '부안', '소금밭']",False,False
dataset1,201,숲 속에서3,"['나무', '태양', '풍경', '자연', '잎', '줄기', '공원', '식물', '계절', '해', '햇빛', '실외', '풀', '녹색', '5월', '둥근잎']",False,False
dataset1,202,20210725_소통_신현아,"['엄기영_상담하다', '인물', '그린스크린', '소통', '여자', '대화', '표현', '남자', '크로마키', '고민', '위로', '상담', '걱정', '공감', '강정', '납득']",False,True
dataset1,203,20210724_감정_권미정_열광적이다,"['인물', '그린스크린', '재미', '여자', '신남', '행복', '감정', '크로마키', '기쁨', '만세']",False,True
dataset1,204,20210713_문화_전통건축_절구,"['도구', '전통', '문화', '한국', '요리', '조선', '돌', '보존', '곡식', '가루', '절구']",False,False
dataset1,205,20210725_소통_엄기영,"['김동아_토론하다', '인물', '그린스크린', '소통', '토론', '대화', '논쟁', '크로마키', '설득', '상담']",False,True
dataset1,206,20210725_제스처_남찬규_박수치다,"['인물', '그린스크린', '행동', '박수', '제스쳐', '손뼉', '제스처']",False,True
dataset1,209,컬러 LP 돌아가는 모습,"['옛날', '레트로', '고르다', '음악', '컬러', '복고', '추억', '음원', 'LP', '디스크', '스핀', 'DJ', 'LP판']",False,False
